abandon,əˈbændən
transfer,ˈtɹænsfɝ
transform,ˈtɹænsfɔɹm
transfuse,tɹænsˈfjuz
transgress,tɹænzˈɡɹɛs
transit,ˈtɹænzɪt
transition,tɹænˈzɪʃən
translate,tɹænˈsɫeɪt
transmit,tɹænzˈmɪt
transpire,tɹænˈspaɪɝ
transplant,tɹænsˈpɫænt
transport,ˈtɹænspɔɹt
transpose,tɹænˈspoʊz
trap,ˈtɹæp
trash,ˈtɹæʃ
traumatize,ˈtɹɔməˌtaɪz
travel,ˈtɹævəɫ
traverse,ˈtɹævɝs
travesty,ˈtɹævəsti
tread,ˈtɹɛd
treat,ˈtɹit
treble,ˈtɹɛbəɫ
tree,ˈtɹi
trek,ˈtɹɛk
trellis,ˈtɹɛɫəs
tremble,ˈtɹɛmbəɫ
tremor,ˈtɹɛmɝ
trench,ˈtɹɛntʃ
trespass,ˈtɹɛsˌpæs
trice,ˈtɹaɪs
trickle,ˈtɹɪkəɫ
trigger,ˈtɹɪɡɝ
trim,ˈtɹɪm
trip,ˈtɹɪp
triple,ˈtɹɪpəɫ
triplicate,ˈtɹɪpɫɪkət
troll,ˈtɹoʊɫ
troop,ˈtɹup
trot,ˈtɹɑt
trouble,ˈtɹəbəɫ
trowel,ˈtɹaʊwɛɫ
truck,ˈtɹək
trump,ˈtɹəmp
trumpet,ˈtɹəmpət
truncate,ˈtɹəŋˌkeɪt
trundle,ˈtɹəndəɫ
truss,ˈtɹəs
trust,ˈtɹəst
try,ˈtɹaɪ
tube,ˈtjub
tuck,ˈtək
tug,ˈtəɡ
tumble,ˈtəmbəɫ
tune,ˈtun
tunnel,ˈtənəɫ
turf,ˈtɝf
turn,ˈtɝn
turtle,ˈtɝtəɫ
tusk,ˈtəsk
tutor,ˈtutɝ
twang,ˈtwɑŋ
tweak,ˈtwik
tweedle,ˈtwidəɫ
tweet,ˈtwit
twiddle,ˈtwɪdəɫ
twig,ˈtwɪɡ
twill,ˈtwɪɫ
twin,ˈtwɪn
twine,ˈtwaɪn
twinge,ˈtwɪndʒ
twinkle,ˈtwɪŋkəɫ
twist,ˈtwɪst
twitch,ˈtwɪtʃ
type,ˈtaɪp
typecast,ˈtaɪpˌkæst
typify,ˈtɪpəˌfaɪ
unbalance,ənˈbæɫəns
unbend,ˌənˈbɛnd
unbolt,ˈənˌboʊɫt
unbox,ənˈbɔks
unburden,ənˈbɝdən
unbutton,ənˈbətən
uncoil,ˌənˈkɔɪɫ
uncork,ənˈkɔɹk
uncouple,ənˈkəpəɫ
uncover,ənˈkəvɝ
underbid,ˈəndɝˌbɪd
undercut,ˈəndɝˌkət
underdevelop,ˌəndɝdɪˈvɛɫəp
underestimate,ˈəndɝˈɛstəˌmeɪt
underlie,ˌəndɝˈɫaɪ
underline,ˈəndɝˌɫaɪn
undernourish,ˌəndɝˈnɝɪʃ
underperform,ˈəndɝpɝˌfɔɹm
underpin,ˈəndɝˌpɪn
underplay,ˌəndɝˈpɫeɪ
underscore,ˌəndɝˈskɔɹ
undersell,ˈəndɝˌsɛɫ
understand,ˌəndɝˈstænd
understate,ˈəndɝˌsteɪt
understudy,ˈəndɝˌstədi
undertake,ˈəndɝˌteɪk
undervalue,ˈəndɝˌvæɫju
underwrite,ˈəndɝˌɹaɪt
undo,ənˈdu
undock,ənˈdɑk
undress,ənˈdɹɛs
undulate,ˈəndʒəˌɫeɪt
unearth,əˈnɝθ
unfold,ənˈfoʊɫd
unfurl,ənˈfɝɫ
unhinge,ənˈhɪndʒ
unhitch,ənˈhɪtʃ
unhook,ənˈhʊk
unicycle,ˈjunəˌsaɪkəɫ
uniform,ˈjunəˌfɔɹm
unify,ˈjunəˌfaɪ
unionize,ˈjunjəˌnaɪz
unite,ˈjuˌnaɪt
unleash,ənˈɫiʃ
unload,ənˈɫoʊd
unlock,ənˈɫɑk
unmask,ənˈmæsk
unpack,ənˈpæk
unplug,ənˈpɫəɡ
unravel,ənˈɹævəɫ
unscramble,ənsˈkɹæmbəɫ
unseal,ənˈsiɫ
unseat,ənˈsit
untie,ənˈtaɪ
unveil,ənˈveɪɫ
unwind,ənˈwaɪnd
unwrap,ənˈɹæp
unzip,ənˈzɪp
up,ˈəp
update,ˈəpˌdeɪt
upgrade,ˈəpˈɡɹeɪd
uphold,əpˈhoʊɫd
upholster,əˈpoʊɫstɝ
uplift,ˈəpɫɪft
uprise,ˈəpɹaɪz
uproot,əˈpɹut
upset,ˈəpˌsɛt
upstage,əpˈsteɪdʒ
urbanize,ˈɝbəˌnaɪz
urge,ˈɝdʒ
urinate,ˈjɝəˌneɪt
use,ˈjus
usher,ˈəʃɝ
usurp,ˌjuˈsɝp
utilize,ˈjutəˌɫaɪz
utter,ˈətɝ
vacate,ˈveɪkeɪt
vacation,veɪˈkeɪʃən
vacuum,ˈvækjum
valet,væˈɫeɪ
validate,ˈvæɫədeɪt
value,ˈvæɫju
vamp,ˈvæmp
vandalize,ˈvændəˌɫaɪz
vanish,ˈvænɪʃ
variegate,ˈvɛɹɪɡeɪt
varnish,ˈvɑɹnɪʃ
vary,ˈvɛɹi
vault,ˈvɔɫt
veer,ˈvɪɹ
vegetate,ˈvɛdʒəˌteɪt
veil,ˈveɪɫ
vein,ˈveɪn
velcro,ˈvɛɫkɹoʊ
veneer,vəˈnɪɹ
vent,ˈvɛnt
ventilate,ˈvɛnəˌɫeɪt
venture,ˈvɛntʃɝ
verbalize,ˈvɝbəˌɫaɪz
verge,ˈvɝdʒ
verify,ˈvɛɹəˌfaɪ
vermilion,vɝˈmɪɫjən
verse,ˈvɝs
vest,ˈvɛst
vet,ˈvɛt
veto,ˈviˌtoʊ
vex,ˈvɛks
vibrate,ˈvaɪbɹeɪt
victimize,ˈvɪktəmaɪz
videotape,ˈvɪdioʊˈteɪp
view,ˈvju
vilify,ˈvɪɫɪˌfaɪ
vindicate,ˈvɪndəkeɪt
violate,ˈvaɪəɫeɪt
visa,ˈvizə
visit,ˈvɪzɪt
visualize,ˈvɪʒwəˌɫaɪz
vitriol,ˈvɪtɹiəɫ
vocalize,ˈvoʊkəˌɫaɪz
vociferate,vəˈsɪfɝeɪt
voice,ˈvɔɪs
void,ˈvɔɪd
volley,ˈvɑɫi
volunteer,ˌvɑɫənˈtɪɹ
vomit,ˈvɑmət
voodoo,ˈvuˌdu
vote,ˈvoʊt
vouch,ˈvaʊtʃ
vow,ˈvaʊ
voyage,ˈvɔɪədʒ
wade,ˈweɪd
waft,ˈwɑft
wag,ˈwæɡ
wail,ˈweɪɫ
wait,ˈweɪt
waive,ˈweɪv
wake,ˈweɪk
walk,ˈwɑk
wall,ˈwɔɫ
wallop,ˈwɑɫəp
wallow,ˈwɑɫoʊ
wallpaper,ˈwɔɫˌpeɪpɝ
waltz,ˈwɔɫs
wamble,ˈwɑmbəɫ
wan,ˈwɑn
wander,ˈwɑndɝ
wane,ˈweɪn
wangle,ˈwæŋɡəɫ
want,ˈwɑnt
wanton,ˈwɑntən
war,ˈwɔɹ
warble,ˈwɔɹbəɫ
warehouse,ˈwɛɹˌhaʊs
warm,ˈwɔɹm
warn,ˈwɔɹn
wash,ˈwɑʃ
waste,ˈweɪst
watch,ˈwɑtʃ
water,ˈwɔtɝ
waterproof,ˈwɔtɝˌpɹuf
wattle,ˈwɑtəɫ
wave,ˈweɪv
waver,ˈweɪvɝ
wax,ˈwæks
weaken,ˈwikən
wean,ˈwin
wear,ˈwɛɹ
weather,ˈwɛðɝ
weatherproof,ˈwɛðɝˌpɹuf
weave,ˈwiv
web,ˈwɛb
wedel,ˈwɛdəɫ
wedge,ˈwɛdʒ
weed,ˈwid
weekend,ˈwiˌkɛnd
weigh,ˈweɪ
welcome,ˈwɛɫkəm
weld,ˈwɛɫd
well,ˈwɛɫ
welsh,ˈwɛɫʃ
welt,ˈwɛɫt
welter,ˈwɛɫtɝ
wench,ˈwɛntʃ
wend,ˈwɛnd
wet,ˈwɛt
whack,ˈhwæk
whale,ˈhweɪɫ
whang,ˈhwæŋ
wharf,ˈhwɔɹf
wheel,ˈhwiɫ
wheelbarrow,ˈhwiɫˌbɛɹoʊ
wheeze,ˈhwiz
whet,ˈhwɛt
whiff,ˈhwɪf
whip,ˈhwɪp
whipsaw,ˈhwɪpˌsɔ
whirl,ˈhwɝɫ
whisk,ˈhwɪsk
whisper,ˈhwɪspɝ
whistle,ˈhwɪsəɫ
whiten,ˈhwaɪtən
whitewash,ˈhwaɪtˌwɑʃ
whittle,ˈhwɪtəɫ
wholesale,ˈhoʊɫˌseɪɫ
whoop,ˈhwup
whoosh,ˈhwuʃ
whore,ˈhɔɹ
widen,ˈwaɪdən
widow,ˈwɪdoʊ
wield,ˈwiɫd
will,ˈwɪɫ
wilt,ˈwɪɫt
win,ˈwɪn
wince,ˈwɪns
winch,ˈwɪntʃ
wind,ˈwaɪnd
wine,ˈwaɪn
wink,ˈwɪŋk
winkle,ˈwɪŋkəɫ
winnow,ˈwɪˌnoʊ
winter,ˈwɪntɝ
winterize,ˈwɪntɝˌaɪz
wipe,ˈwaɪp
wire,ˈwaɪɝ
wiretap,ˈwaɪɝˌtæp
wisecrack,ˈwaɪzˌkɹæk
wish,ˈwɪʃ
withdraw,wɪðˈdɹɔ
withhold,wɪθˈhoʊɫd
witness,ˈwɪtnəs
wobble,ˈwɑbəɫ
wolf,ˈwʊɫf
wonder,ˈwəndɝ
woo,ˈwu
work,ˈwɝk
worry,ˈwɝi
worsen,ˈwɝsən
worship,ˈwɝʃəp
worst,ˈwɝst
wow,ˈwaʊ
wrangle,ˈɹæŋɡəɫ
wrap,ˈɹæp
wreath,ˈɹiθ
wrench,ˈɹɛntʃ
wrest,ˈɹɛst
wrestle,ˈɹɛsəɫ
wring,ˈɹɪŋ
wrinkle,ˈɹɪŋkəɫ
write,ˈɹaɪt
writhe,ˈɹɪθ
wrong,ˈɹɔŋ
yacht,ˈjɑt
yack,ˈjæk
yank,ˈjæŋk
yarn,ˈjɑɹn
yaw,ˈjɔ
yawn,ˈjɔn
yearn,ˈjɝn
yell,ˈjɛɫ
yellow,ˈjɛɫoʊ
yelp,ˈjɛɫp
yield,ˈjiɫd
yodel,ˈjoʊdəɫ
yoke,ˈjoʊk
zap,ˈzæp
zero,ˈziɹoʊ
zest,ˈzɛst
zigzag,ˈzɪɡzæɡ
zinc,ˈzɪŋk
zone,ˈzoʊn
zoom,ˈzum
